id,value
kingdom_Animal.phylum_Arthropod.phylum_Crustacean.class_Malacostraca.order_Krill,
kingdom_Animal.phylum_Arthropod.phylum_Crustacean.class_Malacostraca.order_Krill.family_Krill,6
kingdom_Animal.phylum_Arthropod.phylum_Crustacean.class_Malacostraca.order_Peracarida,5
kingdom_Animal.phylum_Arthropod.phylum_Crustacean.class_Maxillopoda,
kingdom_Animal.phylum_Arthropod.phylum_Crustacean.class_Maxillopoda.class_Barnacle,5
kingdom_Animal.phylum_Arthropod.phylum_Crustacean.class_Maxillopoda.class_Copepod,5
kingdom_Animal.phylum_Arthropod.phylum_Crustacean.class_Ostracod,4
kingdom_Animal.phylum_Arthropod.phylum_Hexapoda,3
kingdom_Animal.phylum_Arthropod.phylum_Myriapoda,3
kingdom_Animal.phylum_Bilateria,2
kingdom_Animal.phylum_Brachiopod,2
kingdom_Animal.phylum_Bryozoa,2
kingdom_Animal.phylum_Chordate,
kingdom_Animal.phylum_Chordate.class_Actinopterygii,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.class_Gnathostomata,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.class_Neopterygii,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.class_Neopterygii.class_Teleostei,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.class_Neopterygii.class_Teleostei.order_Stenopterygii,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.family_Centriscidae,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.family_Gar,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Acanthopterygii,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Acipenseriformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Acipenseriformes.family_Sturgeon,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Anglerfish,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Argentiniformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Atheriniformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Atheriniformes.family_Neotropical_silversides,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Aulopiformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Beloniformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Beryciformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Catfish,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Catfish.family_Airbreathing_catfish,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Catfish.family_Callichthyidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Catfish.family_Ictaluridae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Catfish.family_Loricariidae,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Catfish.family_Loricariidae.family_Hypoptopomatinae,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Catfish.family_Loricariidae.family_Hypostominae,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Catfish.family_Loricariidae.family_Loricariinae,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Catfish.family_Loricarioidea,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Catfish.family_Shark_catfish,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Catfish.family_Siluridae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Catfish.family_Sisoroidea,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Cetomimiformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Characiformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Characiformes.family_Anostomidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Characiformes.family_Anostomoidea,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Characiformes.family_Characidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Characiformes.family_Serrasalmidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Clupeiformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Clupeiformes.family_Anchovy,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Clupeiformes.family_Clupeidae,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Clupeiformes.family_Clupeidae.family_Alosinae,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Cypriniformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Cypriniformes.family_Botiidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Cypriniformes.family_Catostomidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Cypriniformes.family_Cobitidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Cypriniformes.family_Cyprinidae,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Cypriniformes.family_Cyprinidae.family_Danionin,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Cypriniformes.family_Cyprinidae.family_Leuciscinae,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Cyprinodontiformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Cyprinodontiformes.family_Fundulidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Cyprinodontiformes.family_Goodeidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Cyprinodontiformes.family_Poeciliidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Cyprinodontiformes.family_Pupfish,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Eel,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Eel.family_Anguillidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Eel.family_Congridae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Eel.family_Cutthroat_eel,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Eel.family_Moray_eel,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Elopiformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Elopiformes.family_Elopidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Elopomorpha,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Esociformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Esociformes.family_Esox,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Flatfish,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Flatfish.family_Pleuronectidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Gadiformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Gadiformes.family_Gadidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Gadiformes.family_Grenadiers_(fish),5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Gadiformes.family_Moridae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Gar,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Gasterosteiformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Gobiesociformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Gymnotiformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Lampriformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Notacanthiformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Ophidiiformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Ophidiiformes.family_Brotula,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Osmeriformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Osmeriformes.family_Galaxiidae,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Osmeriformes.family_Galaxiidae.family_Galaxiinae,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Osmeriformes.family_Retropinnidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Osmeriformes.family_Smelt_(fish),5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Ostariophysi,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Osteoglossiformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Osteoglossiformes.family_Arowana,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Palaeonisciformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Acanthuridae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Armorhead,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Butterflyfish,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Carangidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Centrarchidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Cichlid,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Cichlid.family_Cichlasomatinae,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Cichlid.family_Cichlasomatinae.family_Heroini,7
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Cichlid.family_Cichlinae,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Cichlid.family_Geophaginae,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Cichlid.family_Pseudocrenilabrinae,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Cichlid.family_Pseudocrenilabrinae.family_Haplochromine,7
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Cichlid.family_Pseudocrenilabrinae.family_Lamprologini,7
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Combtooth_blenny,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Eelpout,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Eleotridae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Gempylidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Goby,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Gourami,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Hemerocoetinae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Latidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Marlin,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Medusafish,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Moronidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Morwong,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Nototheniidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Percidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Percophidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Pomacanthidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Pomacentridae,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Pomacentridae.family_Amphiprioninae,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Sciaenidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Scombridae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Sea_chub,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Serranidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Snakehead_(fish),5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Sparidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Temperate_perch,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Threefin_blenny,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Wrasse,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.family_Wreckfish,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.order_Anabantoidei,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.order_Blennioidei,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.order_Gobioidei,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.order_Labroidei,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.order_Notothenioidei,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.order_Percoidei,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.order_Percoidei.family_Percoidea,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Perciformes.order_Trachinoidei,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Percopsiformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Protacanthopterygii,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Saccopharyngiformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Salmonidae,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Salmonidae.family_Salmonidae,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Salmonidae.family_Salmonidae.family_Freshwater_whitefish,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Salmonidae.family_Salmonidae.family_Salmoninae,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Scorpaeniformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Scorpaeniformes.family_Cottidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Scorpaeniformes.family_Scorpaenidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Scorpaeniformes.family_Sculpin,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Scorpaeniformes.family_Sebastidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Scorpaeniformes.order_Sculpin,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Stephanoberyciformes,4
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Stomiiformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Stomiiformes.family_Sternoptychidae,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Stomiiformes.family_Sternoptychidae.family_Marine_hatchetfish,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Stomiiformes.family_Sternoptychidae.family_Maurolicinae,6
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Stomiiformes.family_Stomiidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Syngnathiformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Syngnathiformes.family_Syngnathidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Tetraodontiformes,
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Tetraodontiformes.family_Filefish,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Tetraodontiformes.family_Tetraodontidae,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Tetraodontiformes.family_Triggerfish,5
kingdom_Animal.phylum_Chordate.class_Actinopterygii.order_Zeiformes,4
kingdom_Animal.phylum_Chordate.class_Amphibian,
kingdom_Animal.phylum_Chordate.class_Amphibian.class_Lepospondyli,4
kingdom_Animal.phylum_Chordate.class_Amphibian.family_Lungless_salamander,4
kingdom_Animal.phylum_Chordate.class_Amphibian.family_Proteidae,4
kingdom_Animal.phylum_Chordate.class_Amphibian.family_Salamandridae,4
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog,
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Bombinatoridae,5
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Eleutherodactylidae,
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Eleutherodactylidae.family_Hyloidea,6
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Hylidae,
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Hylidae.family_Hylinae,6
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Hyperoliidae,5
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Leiopelmatidae,5
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Leptodactylidae,5
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Microhylidae,
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Microhylidae.family_Asterophryinae,6
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Microhylidae.family_Microhylinae,6
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Myobatrachidae,5
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Pipidae,5
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Poison_dart_frog,5
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_Tree_frog,5
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_True_frog,5
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.family_True_toad,5
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.order_Archaeobatrachia,5
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.order_Batrachia,5
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.order_Mesobatrachia,
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.order_Mesobatrachia.family_American_spadefoot_toad,6
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.order_Neobatrachia,
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.order_Neobatrachia.family_Mantellidae,6
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.order_Neobatrachia.family_Ranoidea,6
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.order_Neobatrachia.family_Rhacophoridae,
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Frog.order_Neobatrachia.family_Rhacophoridae.family_Rhacophorinae,7
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Gymnophiona,4
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Salamander,4
kingdom_Animal.phylum_Chordate.class_Amphibian.order_Salamandroidea,4
kingdom_Animal.phylum_Chordate.class_Archosauromorpha,
kingdom_Animal.phylum_Chordate.class_Archosauromorpha.order_Crurotarsi,4
kingdom_Animal.phylum_Chordate.class_Bird,
kingdom_Animal.phylum_Chordate.class_Bird.class_Fowl,4
kingdom_Animal.phylum_Chordate.class_Bird.class_Neoaves,4
kingdom_Animal.phylum_Chordate.class_Bird.class_Neognathae,
kingdom_Animal.phylum_Chordate.class_Bird.class_Neognathae.order_Neoaves,5
kingdom_Animal.phylum_Chordate.class_Bird.family_Buttonquail,4
kingdom_Animal.phylum_Chordate.class_Bird.family_Columbidae,4
kingdom_Animal.phylum_Chordate.class_Bird.family_Crane_(bird),4
kingdom_Animal.phylum_Chordate.class_Bird.family_Grebe,4
kingdom_Animal.phylum_Chordate.class_Bird.family_Hornbill,
kingdom_Animal.phylum_Chordate.class_Bird.family_Hornbill.order_Bucerotiformes,
kingdom_Animal.phylum_Chordate.class_Bird.family_Hornbill.order_Bucerotiformes.family_Ground_hornbill,6
kingdom_Animal.phylum_Chordate.class_Bird.family_Hummingbird,
kingdom_Animal.phylum_Chordate.class_Bird.family_Hummingbird.family_Hermit_(hummingbird),5
kingdom_Animal.phylum_Chordate.class_Bird.family_Hummingbird.family_Trochilinae,5
kingdom_Animal.phylum_Chordate.class_Bird.family_Hummingbird.order_Hummingbird,5
kingdom_Animal.phylum_Chordate.class_Bird.family_Jacana,4
kingdom_Animal.phylum_Chordate.class_Bird.family_Kiwi,
kingdom_Animal.phylum_Chordate.class_Bird.family_Kiwi.order_Kiwi,5
kingdom_Animal.phylum_Chordate.class_Bird.family_Loon,4
kingdom_Animal.phylum_Chordate.class_Bird.family_Nightjar,
kingdom_Animal.phylum_Chordate.class_Bird.family_Nightjar.order_Nightjar,5
kingdom_Animal.phylum_Chordate.class_Bird.family_Pelican,
kingdom_Animal.phylum_Chordate.class_Bird.family_Pelican.order_Pelican,5
kingdom_Animal.phylum_Chordate.class_Bird.family_Phoenicopteridae,4
kingdom_Animal.phylum_Chordate.class_Bird.family_Sandgrouse,4
kingdom_Animal.phylum_Chordate.class_Bird.family_Stone-curlew,4
kingdom_Animal.phylum_Chordate.class_Bird.family_Swift,
kingdom_Animal.phylum_Chordate.class_Bird.family_Swift.order_Swift,5
kingdom_Animal.phylum_Chordate.class_Bird.family_Threskiornithidae,
kingdom_Animal.phylum_Chordate.class_Bird.family_Threskiornithidae.family_Ibis,5
kingdom_Animal.phylum_Chordate.class_Bird.family_Tinamou,
kingdom_Animal.phylum_Chordate.class_Bird.family_Tinamou.family_Nothurinae,5
kingdom_Animal.phylum_Chordate.class_Bird.family_Tinamou.family_Tinaminae,5
kingdom_Animal.phylum_Chordate.class_Bird.family_Trogon,4
kingdom_Animal.phylum_Chordate.class_Bird.order_Accipitriformes,
kingdom_Animal.phylum_Chordate.class_Bird.order_Accipitriformes.family_Accipitridae,
kingdom_Animal.phylum_Chordate.class_Bird.order_Accipitriformes.family_Accipitridae.family_Buteoninae,6
kingdom_Animal.phylum_Chordate.class_Bird.order_Anseriformes,
kingdom_Animal.phylum_Chordate.class_Bird.order_Anseriformes.family_Anatidae,
kingdom_Animal.phylum_Chordate.class_Bird.order_Anseriformes.family_Anatidae.family_Anatinae,6
kingdom_Animal.phylum_Chordate.class_Bird.order_Anseriformes.family_Anatidae.family_Anserinae,
kingdom_Animal.phylum_Chordate.class_Bird.order_Anseriformes.family_Anatidae.family_Anserinae.family_Goose,7
kingdom_Animal.phylum_Chordate.class_Bird.order_Anseriformes.family_Anatidae.family_Diving_duck,6
kingdom_Animal.phylum_Chordate.class_Bird.order_Anseriformes.family_Anatidae.family_Merginae,6
kingdom_Animal.phylum_Chordate.class_Bird.order_Anseriformes.family_Anatidae.family_Oxyurinae,6
kingdom_Animal.phylum_Chordate.class_Bird.order_Anseriformes.family_Anatidae.family_Tadorninae,6
kingdom_Animal.phylum_Chordate.class_Bird.order_Anseriformes.family_Screamer,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Apodiformes,
kingdom_Animal.phylum_Chordate.class_Bird.order_Apodiformes.family_Trochilinae,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Buttonquail,4
kingdom_Animal.phylum_Chordate.class_Bird.order_Caprimulgiformes,4
kingdom_Animal.phylum_Chordate.class_Bird.order_Casuariiformes,
kingdom_Animal.phylum_Chordate.class_Bird.order_Casuariiformes.family_Dromaius,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Cathartiformes,
kingdom_Animal.phylum_Chordate.class_Bird.order_Cathartiformes.family_New_World_vulture,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Charadriiformes,
kingdom_Animal.phylum_Chordate.class_Bird.order_Charadriiformes.family_Auk,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Charadriiformes.family_Charadriidae,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Charadriiformes.family_Glareolidae,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Charadriiformes.family_Gull,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Charadriiformes.family_Oystercatcher,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Charadriiformes.family_Recurvirostridae,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Charadriiformes.family_Sandpiper,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Charadriiformes.family_Skua,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Charadriiformes.family_Tern,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Charadriiformes.order_Lari,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Columbidae,4
kingdom_Animal.phylum_Chordate.class_Bird.order_Coraciiformes,
kingdom_Animal.phylum_Chordate.class_Bird.order_Coraciiformes.family_Bee-eater,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Coraciiformes.family_Motmot,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Coraciiformes.family_River_kingfishers,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Coraciiformes.family_Roller,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Coraciiformes.family_Tody,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Coraciiformes.family_Tree_kingfisher,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Coraciiformes.family_Water_kingfisher,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Cuckoo,
kingdom_Animal.phylum_Chordate.class_Bird.order_Cuckoo.family_Cuckoo,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Cuckoo.family_Turaco,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Cypselomorphae,4
kingdom_Animal.phylum_Chordate.class_Bird.order_Falconidae,
kingdom_Animal.phylum_Chordate.class_Bird.order_Falconidae.family_Falconidae,
kingdom_Animal.phylum_Chordate.class_Bird.order_Falconidae.family_Falconidae.family_Caracara,6
kingdom_Animal.phylum_Chordate.class_Bird.order_Fowl,4
kingdom_Animal.phylum_Chordate.class_Bird.order_Galliformes,
kingdom_Animal.phylum_Chordate.class_Bird.order_Galliformes.family_Cracidae,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Galliformes.family_Megapode,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Galliformes.family_New_World_quail,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Galliformes.family_Phasianidae,
kingdom_Animal.phylum_Chordate.class_Bird.order_Galliformes.family_Phasianidae.family_Argusianinae,6
kingdom_Animal.phylum_Chordate.class_Bird.order_Galliformes.family_Phasianidae.family_Grouse,6
kingdom_Animal.phylum_Chordate.class_Bird.order_Galliformes.family_Phasianidae.family_Perdicinae,6
kingdom_Animal.phylum_Chordate.class_Bird.order_Galliformes.family_Phasianidae.family_Phasianinae,6
kingdom_Animal.phylum_Chordate.class_Bird.order_Grebe,4
kingdom_Animal.phylum_Chordate.class_Bird.order_Gruiformes,
kingdom_Animal.phylum_Chordate.class_Bird.order_Gruiformes.family_Bustard,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Gruiformes.family_Rallidae,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Owl,
kingdom_Animal.phylum_Chordate.class_Bird.order_Owl.family_Barn-owl,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Owl.family_True_owl,5
kingdom_Animal.phylum_Chordate.class_Bird.order_Palaeognathae,4
kingdom_Animal.phylum_Chordate.class_Bird.order_Parrot,
kingdom_Animal.phylum_Chordate.class_Bird.order_Parrot.family_Cockatoo,
kingdom_Animal.phylum_Chordate.class_Bird.order_Parrot.family_Cockatoo.family_Cacatuinae,
kingdom_Animal.phylum_Chordate.class_Bird.order_Parrot.family_Cockatoo.family_Cacatuinae.family_Cacatuini,7
kingdom_Animal.phylum_Chordate.class_Bird.order_Parrot.family_New_Zealand_parrot,
kingdom_Animal.phylum_Chordate.class_Bird.order_Parrot.family_New_Zealand_parrot.family_Nestoridae,6
